Date,Open,High,Low,Close,Adj Close,Volume
"21-Apr-17	""7",7118.54,7134.53 ,7104.22 ,7114.55 ,7114.55 ,7114.55 
"24-Apr-17	""7",7114.55,7273.90 ,7114.55 ,7264.68 ,7264.68 ,7264.68 
"25-Apr-17	""7",7264.68,7290.82 ,7258.74 ,7275.64 ,7275.64 ,7275.64 
"26-Apr-17	""7",7275.64,7302.57 ,7262.32 ,7288.72 ,7288.72 ,7288.72 
"27-Apr-17	""7",7288.72,7289.38 ,7224.35 ,7237.17 ,7237.17 ,7237.17 
"28-Apr-17	""7",7237.17,7243.31 ,7197.28 ,7203.94 ,7203.94 ,7203.94 
"2-May-17	""7",7203.94,7254.32 ,7203.94 ,7250.05 ,7250.05 ,7250.05 
"3-May-17	""7",7250.05,7250.05 ,7218.56 ,7234.53 ,7234.53 ,7234.53 
"4-May-17	""7",7234.53,7280.70 ,7226.07 ,7248.10 ,7248.10 ,7248.10 
"5-May-17	""7",7248.10,7297.43 ,7222.81 ,7297.43 ,7297.43 ,7297.43 
"8-May-17	""7",7297.43,7322.32 ,7285.76 ,7300.86 ,7300.86 ,7300.86 
"9-May-17	""7",7300.86,7359.61 ,7300.86 ,7342.21 ,7342.21 ,7342.21 
"10-May-17	""7",7342.21,7398.58 ,7331.30 ,7385.24 ,7385.24 ,7385.24 
"11-May-17	""7",7385.24,7396.19 ,7369.23 ,7386.63 ,7386.63 ,7386.63 
"12-May-17	""7",7386.63,7435.39 ,7381.74 ,7435.39 ,7435.39 ,7435.39 
"15-May-17	""7",7435.39,7460.20 ,7434.24 ,7454.37 ,7454.37 ,7454.37 
"16-May-17	""7",7454.37,7533.70 ,7452.44 ,7522.03 ,7522.03 ,7522.03 
"17-May-17	""7",7522.03,7532.95 ,7478.88 ,7503.47 ,7503.47 ,7503.47 
"18-May-17	""7",7503.47,7503.68 ,7389.26 ,7436.42 ,7436.42 ,7436.42 
"19-May-17	""7",7436.42,7480.28 ,7436.42 ,7470.71 ,7470.71 ,7470.71 
"22-May-17	""7",7470.71,7518.12 ,7470.71 ,7496.34 ,7496.34 ,7496.34 
"23-May-17	""7",7496.34,7521.94 ,7485.29 ,7485.29 ,7485.29 ,7485.29 
"24-May-17	""7",7485.29,7519.58 ,7475.11 ,7514.90 ,7514.90 ,7514.90 
"25-May-17	""7",7514.90,7529.74 ,7497.07 ,7517.71 ,7517.71 ,7517.71 
"26-May-17	""7",7517.71,7554.21 ,7514.39 ,7547.63 ,7547.63 ,7547.63 
"30-May-17	""7",7547.63,7547.65 ,7497.07 ,7526.51 ,7526.51 ,7526.51 
"31-May-17	""7",7526.51,7586.45 ,7519.68 ,7519.95 ,7519.95 ,7519.95 
"1-Jun-17	""7",7519.95,7558.63 ,7518.32 ,7543.77 ,7543.77 ,7543.77 
"2-Jun-17	""7",7543.77,7598.99 ,7539.96 ,7547.63 ,7547.63 ,7547.63 
"5-Jun-17	""7",7547.63,7562.00 ,7519.06 ,7525.76 ,7525.76 ,7525.76 
"6-Jun-17	""7",7525.76,7527.64 ,7502.83 ,7524.95 ,7524.95 ,7524.95 
"7-Jun-17	""7",7524.95,7555.62 ,7476.33 ,7478.62 ,7478.62 ,7478.62 
"8-Jun-17	""7",7478.62,7489.66 ,7449.98 ,7449.98 ,7449.98 ,7449.98 
"9-Jun-17	""7",7449.98,7545.12 ,7449.73 ,7527.33 ,7527.33 ,7527.33 
"12-Jun-17	""7",7527.33,7540.53 ,7483.61 ,7511.87 ,7511.87 ,7511.87 
"13-Jun-17	""7",7511.87,7540.05 ,7491.86 ,7500.44 ,7500.44 ,7500.44 
"14-Jun-17	""7",7500.44,7545.07 ,7474.40 ,7474.40 ,7474.40 ,7474.40 
"15-Jun-17	""7",7474.40,7474.51 ,7377.86 ,7419.36 ,7419.36 ,7419.36 
"16-Jun-17	""7",7419.36,7478.99 ,7419.36 ,7463.54 ,7463.54 ,7463.54 
"19-Jun-17	""7",7463.54,7537.84 ,7463.54 ,7523.81 ,7523.81 ,7523.81 
"20-Jun-17	""7",7523.81,7561.07 ,7472.71 ,7472.71 ,7472.71 ,7472.71 
"21-Jun-17	""7",7472.71,7477.17 ,7417.45 ,7447.79 ,7447.79 ,7447.79 
"22-Jun-17	""7",7447.79,7448.48 ,7398.83 ,7439.29 ,7439.29 ,7439.29 
"23-Jun-17	""7",7439.29,7441.79 ,7396.75 ,7424.13 ,7424.13 ,7424.13 
"26-Jun-17	""7",7424.13,7480.95 ,7424.13 ,7446.80 ,7446.80 ,7446.80 
"27-Jun-17	""7",7446.80,7451.68 ,7411.36 ,7434.36 ,7434.36 ,7434.36 
"28-Jun-17	""7",7434.36,7445.31 ,7381.36 ,7387.80 ,7387.80 ,7387.80 
"29-Jun-17	""7",7387.80,7451.95 ,7341.75 ,7350.32 ,7350.32 ,7350.32 
"30-Jun-17	""7",7350.32,7377.38 ,7302.71 ,7312.72 ,7312.72 ,7312.72 
"3-Jul-17	""7",7312.72,7386.11 ,7312.26 ,7377.09 ,7377.09 ,7377.09 
"4-Jul-17	""7",7377.09,7383.45 ,7336.75 ,7357.23 ,7357.23 ,7357.23 
"5-Jul-17	""7",7357.23,7386.92 ,7347.52 ,7367.60 ,7367.60 ,7367.60 
"6-Jul-17	""7",7367.60,7373.85 ,7303.46 ,7337.28 ,7337.28 ,7337.28 
"7-Jul-17	""7",7337.28,7359.48 ,7314.69 ,7350.92 ,7350.92 ,7350.92 
"10-Jul-17	""7",7350.92,7388.02 ,7344.31 ,7370.03 ,7370.03 ,7370.03 
"11-Jul-17	""7",7370.03,7386.88 ,7304.77 ,7329.76 ,7329.76 ,7329.76 
"12-Jul-17	""7",7329.76,7439.08 ,7329.76 ,7416.93 ,7416.93 ,7416.93 
"13-Jul-17	""7",7416.93,7428.24 ,7403.75 ,7413.44 ,7413.44 ,7413.44 
"14-Jul-17	""7",7413.44,7419.81 ,7363.77 ,7378.39 ,7378.39 ,7378.39 
"17-Jul-17	""7",7378.39,7426.37 ,7378.30 ,7404.13 ,7404.13 ,7404.13 
"18-Jul-17	""7",7404.13,7418.53 ,7357.77 ,7390.22 ,7390.22 ,7390.22 
"19-Jul-17	""7",7390.22,7442.84 ,7379.33 ,7430.91 ,7430.91 ,7430.91 
"20-Jul-17	""7",7430.91,7502.73 ,7430.91 ,7487.87 ,7487.87 ,7487.87 
"21-Jul-17	""7",7487.87,7515.12 ,7433.89 ,7452.91 ,7452.91 ,7452.91 
"24-Jul-17	""7",7452.91,7453.22 ,7357.50 ,7377.73 ,7377.73 ,7377.73 
"25-Jul-17	""7",7377.73,7453.74 ,7377.73 ,7434.82 ,7434.82 ,7434.82 
"26-Jul-17	""7",7434.82,7487.05 ,7434.68 ,7452.32 ,7452.32 ,7452.32 
"27-Jul-17	""7",7452.32,7461.85 ,7410.85 ,7443.01 ,7443.01 ,7443.01 
"28-Jul-17	""7",7443.01,7443.01 ,7339.44 ,7368.37 ,7368.37 ,7368.37 
"31-Jul-17	""7",7368.37,7425.52 ,7367.86 ,7372.00 ,7372.00 ,7372.00 
"1-Aug-17	""7",7372.00,7440.14 ,7372.00 ,7423.66 ,7423.66 ,7423.66 
"2-Aug-17	""7",7423.66,7434.71 ,7388.91 ,7411.43 ,7411.43 ,7411.43 
"3-Aug-17	""7",7411.43,7484.53 ,7384.22 ,7474.77 ,7474.77 ,7474.77 
"4-Aug-17	""7",7474.77,7519.06 ,7465.12 ,7511.71 ,7511.71 ,7511.71 
"7-Aug-17	""7",7511.71,7533.74 ,7511.71 ,7531.94 ,7531.94 ,7531.94 
"8-Aug-17	""7",7531.94,7551.85 ,7518.45 ,7542.73 ,7542.73 ,7542.73 
"9-Aug-17	""7",7542.73,7542.73 ,7475.83 ,7498.06 ,7498.06 ,7498.06 
"10-Aug-17	""7",7498.06,7498.06 ,7376.66 ,7389.94 ,7389.94 ,7389.94 
"11-Aug-17	""7",7389.94,7389.96 ,7296.49 ,7309.96 ,7309.96 ,7309.96 
"14-Aug-17	""7",7309.96,7377.66 ,7309.96 ,7353.89 ,7353.89 ,7353.89 
"15-Aug-17	""7",7353.89,7399.35 ,7353.89 ,7383.85 ,7383.85 ,7383.85 
"16-Aug-17	""7",7383.85,7444.98 ,7383.85 ,7433.03 ,7433.03 ,7433.03 
"17-Aug-17	""7",7433.03,7433.74 ,7382.16 ,7387.87 ,7387.87 ,7387.87 
"18-Aug-17	""7",7387.87,7387.87 ,7302.47 ,7323.98 ,7323.98 ,7323.98 
"21-Aug-17	""7",7323.98,7331.95 ,7296.80 ,7318.88 ,7318.88 ,7318.88 
"22-Aug-17	""7",7318.88,7387.55 ,7318.88 ,7381.74 ,7381.74 ,7381.74 
"23-Aug-17	""7",7381.74,7394.52 ,7360.33 ,7382.65 ,7382.65 ,7382.65 
"24-Aug-17	""7",7382.65,7437.87 ,7382.16 ,7407.06 ,7407.06 ,7407.06 
"25-Aug-17	""7",7407.06,7439.53 ,7401.46 ,7401.46 ,7401.46 ,7401.46 
"29-Aug-17	""7",7401.46,7401.62 ,7289.20 ,7337.43 ,7337.43 ,7337.43 
"30-Aug-17	""7",7337.43,7381.33 ,7337.43 ,7365.26 ,7365.26 ,7365.26 
"31-Aug-17	""7",7365.26,7443.68 ,7365.01 ,7430.62 ,7430.62 ,7430.62 
"1-Sep-17	""7",7430.62,7460.52 ,7430.06 ,7438.50 ,7438.50 ,7438.50 
"4-Sep-17	""7",7438.50,7438.50 ,7404.05 ,7411.47 ,7411.47 ,7411.47 
"5-Sep-17	""7",7411.47,7437.51 ,7369.58 ,7372.92 ,7372.92 ,7372.92 
"6-Sep-17	""7",7372.92,7372.92 ,7322.42 ,7354.13 ,7354.13 ,7354.13 
"7-Sep-17	""7",7354.13,7412.68 ,7348.38 ,7396.98 ,7396.98 ,7396.98 
"8-Sep-17	""7",7396.98,7396.98 ,7358.42 ,7377.60 ,7377.60 ,7377.60 
"11-Sep-17	""7",7377.60,7434.07 ,7377.60 ,7413.59 ,7413.59 ,7413.59 
"12-Sep-17	""7",7413.59,7435.84 ,7386.98 ,7400.69 ,7400.69 ,7400.69 
"13-Sep-17	""7",7400.69,7401.30 ,7336.23 ,7379.70 ,7379.70 ,7379.70 
"14-Sep-17	""7",7379.70,7390.70 ,7287.73 ,7295.39 ,7295.39 ,7295.39 
"15-Sep-17	""7",7295.39,7295.39 ,7196.58 ,7215.47 ,7215.47 ,7215.47 
"18-Sep-17	""7",7215.47,7257.45 ,7215.47 ,7253.28 ,7253.28 ,7253.28 
"19-Sep-17	""7",7253.28,7285.67 ,7243.59 ,7275.25 ,7275.25 ,7275.25 
"20-Sep-17	""7",7275.25,7289.93 ,7249.58 ,7271.95 ,7271.95 ,7271.95 
"21-Sep-17	""7",7271.95,7289.16 ,7260.05 ,7263.90 ,7263.90 ,7263.90 
"22-Sep-17	""7",7263.90,7320.28 ,7242.23 ,7310.64 ,7310.64 ,7310.64 
"25-Sep-17	""7",7310.64,7312.45 ,7272.49 ,7301.29 ,7301.29 ,7301.29 
"26-Sep-17	""7",7301.29,7311.82 ,7273.32 ,7285.74 ,7285.74 ,7285.74 
"27-Sep-17	""7",7285.74,7327.50 ,7285.74 ,7313.51 ,7313.51 ,7313.51 
"28-Sep-17	""7",7313.51,7323.33 ,7289.75 ,7322.82 ,7322.82 ,7322.82 
"29-Sep-17	""7",7322.82,7382.67 ,7321.64 ,7372.76 ,7372.76 ,7372.76 
"2-Oct-17	""7",7372.76,7438.84 ,7372.73 ,7438.84 ,7438.84 ,7438.84 
"3-Oct-17	""7",7438.84,7469.82 ,7426.67 ,7468.11 ,7468.11 ,7468.11 
"4-Oct-17	""7",7468.11,7476.33 ,7456.61 ,7467.58 ,7467.58 ,7467.58 
"5-Oct-17	""7",7467.58,7507.99 ,7464.40 ,7507.99 ,7507.99 ,7507.99 
"6-Oct-17	""7",7507.99,7527.72 ,7507.99 ,7522.87 ,7522.87 ,7522.87 
"9-Oct-17	""7",7522.87,7523.65 ,7493.68 ,7507.89 ,7507.89 ,7507.89 
"10-Oct-17	""7",7507.89,7543.88 ,7504.56 ,7538.27 ,7538.27 ,7538.27 
"11-Oct-17	""7",7538.27,7550.17 ,7519.60 ,7533.81 ,7533.81 ,7533.81 
"12-Oct-17	""7",7533.81,7565.11 ,7526.33 ,7556.24 ,7556.24 ,7556.24 
"13-Oct-17	""7",7556.24,7556.24 ,7521.09 ,7535.44 ,7535.44 ,7535.44 
"16-Oct-17	""7",7535.44,7557.00 ,7526.73 ,7526.97 ,7526.97 ,7526.97 
"17-Oct-17	""7",7526.97,7550.44 ,7506.31 ,7516.17 ,7516.17 ,7516.17 
"18-Oct-17	""7",7516.17,7555.24 ,7516.17 ,7542.87 ,7542.87 ,7542.87 
"19-Oct-17	""7",7542.87,7542.87 ,7485.42 ,7523.04 ,7523.04 ,7523.04 
"20-Oct-17	""7",7523.04,7560.04 ,7517.07 ,7523.23 ,7523.23 ,7523.23 
"23-Oct-17	""7",7523.23,7542.00 ,7511.77 ,7524.45 ,7524.45 ,7524.45 
"24-Oct-17	""7",7524.45,7535.22 ,7508.50 ,7526.54 ,7526.54 ,7526.54 
"25-Oct-17	""7",7526.54,7528.46 ,7437.42 ,7447.21 ,7447.21 ,7447.21 
"26-Oct-17	""7",7447.21,7488.26 ,7440.11 ,7486.50 ,7486.50 ,7486.50 
"27-Oct-17	""7",7486.50,7520.76 ,7485.24 ,7505.03 ,7505.03 ,7505.03 
"30-Oct-17	""7",7505.03,7507.02 ,7478.41 ,7487.81 ,7487.81 ,7487.81 
"31-Oct-17	""7",7487.81,7516.85 ,7483.97 ,7493.08 ,7493.08 ,7493.08 
"1-Nov-17	""7",7493.08,7532.36 ,7487.96 ,7487.96 ,7487.96 ,7487.96 
"2-Nov-17	""7",7487.96,7562.26 ,7478.88 ,7555.32 ,7555.32 ,7555.32 
"3-Nov-17	""7",7555.32,7580.95 ,7541.91 ,7560.35 ,7560.35 ,7560.35 
"6-Nov-17	""7",7560.35,7572.90 ,7544.20 ,7562.28 ,7562.28 ,7562.28 
"7-Nov-17	""7",7562.28,7582.85 ,7507.83 ,7513.11 ,7513.11 ,7513.11 
"8-Nov-17	""7",7513.11,7534.49 ,7504.77 ,7529.72 ,7529.72 ,7529.72 
"9-Nov-17	""7",7529.72,7532.20 ,7476.89 ,7484.10 ,7484.10 ,7484.10 
"10-Nov-17	""7",7484.10,7500.29 ,7421.73 ,7432.99 ,7432.99 ,7432.99 
"13-Nov-17	""7",7432.99,7469.30 ,7402.95 ,7415.18 ,7415.18 ,7415.18 
"14-Nov-17	""7",7415.18,7436.57 ,7396.92 ,7414.42 ,7414.42 ,7414.42 
"15-Nov-17	""7",7414.42,7415.09 ,7357.06 ,7372.61 ,7372.61 ,7372.61 
"16-Nov-17	""7",7372.61,7393.28 ,7368.14 ,7386.94 ,7386.94 ,7386.94 
"17-Nov-17	""7",7386.94,7406.53 ,7356.16 ,7380.68 ,7380.68 ,7380.68 
"20-Nov-17	""7",7380.68,7397.39 ,7350.37 ,7389.46 ,7389.46 ,7389.46 
"21-Nov-17	""7",7389.46,7422.18 ,7367.86 ,7411.34 ,7411.34 ,7411.34 
"22-Nov-17	""7",7411.34,7460.91 ,7410.38 ,7419.02 ,7419.02 ,7419.02 
"23-Nov-17	""7",7419.02,7422.73 ,7373.31 ,7417.24 ,7417.24 ,7417.24 
"24-Nov-17	""7",7417.24,7425.19 ,7389.54 ,7409.64 ,7409.64 ,7409.64 
"27-Nov-17	""7",7409.64,7438.39 ,7383.90 ,7383.90 ,7383.90 ,7383.90 
"28-Nov-17	""7",7383.90,7469.61 ,7373.95 ,7460.65 ,7460.65 ,7460.65 
"29-Nov-17	""7",7460.65,7460.65 ,7386.67 ,7393.56 ,7393.56 ,7393.56 
"30-Nov-17	""7",7393.56,7416.26 ,7326.67 ,7326.67 ,7326.67 ,7326.67 
"1-Dec-17	""7",7326.67,7355.43 ,7288.73 ,7300.49 ,7300.49 ,7300.49 
"4-Dec-17	""7",7300.49,7369.65 ,7300.49 ,7338.97 ,7338.97 ,7338.97 
"5-Dec-17	""7",7338.97,7373.90 ,7326.57 ,7327.50 ,7327.50 ,7327.50 
"6-Dec-17	""7",7327.50,7369.71 ,7289.36 ,7348.03 ,7348.03 ,7348.03 
"7-Dec-17	""7",7348.03,7371.73 ,7314.60 ,7320.75 ,7320.75 ,7320.75 
"8-Dec-17	""7",7320.75,7412.21 ,7314.23 ,7393.96 ,7393.96 ,7393.96 
"11-Dec-17	""7",7393.96,7458.40 ,7393.58 ,7453.48 ,7453.48 ,7453.48 
"12-Dec-17	""7",7453.48,7501.52 ,7448.31 ,7500.41 ,7500.41 ,7500.41 
"13-Dec-17	""7",7500.41,7510.77 ,7492.58 ,7496.51 ,7496.51 ,7496.51 
"14-Dec-17	""7",7496.51,7496.70 ,7448.12 ,7448.12 ,7448.12 ,7448.12 
"15-Dec-17	""7",7448.12,7490.57 ,7433.78 ,7490.57 ,7490.57 ,7490.57 
"18-Dec-17	""7",7490.57,7544.26 ,7490.57 ,7537.01 ,7537.01 ,7537.01 
"19-Dec-17	""7",7537.01,7563.49 ,7534.08 ,7544.09 ,7544.09 ,7544.09 
"20-Dec-17	""7",7544.09,7550.60 ,7511.45 ,7525.22 ,7525.22 ,7525.22 
"21-Dec-17	""7",7525.22,7609.69 ,7517.88 ,7603.98 ,7603.98 ,7603.98 
"22-Dec-17	""7",7603.98,7614.40 ,7585.47 ,7592.66 ,7592.66 ,7592.66 
"27-Dec-17	""7",7592.66,7632.71 ,7586.42 ,7620.68 ,7620.68 ,7620.68 
"28-Dec-17	""7",7620.68,7633.55 ,7609.77 ,7622.88 ,7622.88 ,7622.88 
"29-Dec-17	""7",7622.88,7697.62 ,7620.01 ,7687.77 ,7687.77 ,7687.77 
"2-Jan-18	""7",7687.77,7691.34 ,7624.14 ,7648.10 ,7648.10 ,7648.10 
"3-Jan-18	""7",7648.10,7689.86 ,7640.53 ,7671.11 ,7671.11 ,7671.11 
"4-Jan-18	""7",7671.11,7702.51 ,7671.11 ,7695.88 ,7695.88 ,7695.88 
"5-Jan-18	""7",7695.88,7727.73 ,7689.81 ,7724.22 ,7724.22 ,7724.22 
"8-Jan-18	""7",7724.22,7733.39 ,7691.77 ,7696.51 ,7696.51 ,7696.51 
"9-Jan-18	""7",7696.51,7733.12 ,7696.50 ,7731.02 ,7731.02 ,7731.02 
"10-Jan-18	""7",7731.02,7756.11 ,7716.21 ,7748.51 ,7748.51 ,7748.51 
"11-Jan-18	""7",7748.51,7768.96 ,7734.64 ,7762.94 ,7762.94 ,7762.94 
"12-Jan-18	""7",7762.94,7792.56 ,7752.63 ,7778.64 ,7778.64 ,7778.64 
"15-Jan-18	""7",7778.64,7783.61 ,7763.43 ,7769.14 ,7769.14 ,7769.14 
"16-Jan-18	""7",7769.14,7791.83 ,7740.55 ,7755.93 ,7755.93 ,7755.93 
"17-Jan-18	""7",7755.93,7755.93 ,7711.11 ,7725.43 ,7725.43 ,7725.43 
"18-Jan-18	""7",7725.43,7739.54 ,7683.71 ,7700.96 ,7700.96 ,7700.96 
"19-Jan-18	""7",7700.96,7731.82 ,7694.66 ,7730.79 ,7730.79 ,7730.79 
"22-Jan-18	""7",7730.79,7739.35 ,7703.67 ,7715.44 ,7715.44 ,7715.44 
"23-Jan-18	""7",7715.44,7745.22 ,7710.03 ,7731.83 ,7731.83 ,7731.83 
"24-Jan-18	""7",7731.83,7731.98 ,7643.43 ,7643.43 ,7643.43 ,7643.43 
"25-Jan-18	""7",7643.43,7662.35 ,7608.53 ,7615.84 ,7615.84 ,7615.84 
"26-Jan-18	""7",7615.84,7667.40 ,7615.84 ,7665.54 ,7665.54 ,7665.54 
"29-Jan-18	""7",7665.54,7689.15 ,7663.93 ,7671.53 ,7671.53 ,7671.53 
"30-Jan-18	""7",7671.53,7671.67 ,7587.12 ,7587.98 ,7587.98 ,7587.98 
"31-Jan-18	""7",7587.98,7599.01 ,7521.77 ,7533.55 ,7533.55 ,7533.55 
"1-Feb-18	""7",7533.55,7554.73 ,7476.51 ,7490.39 ,7490.39 ,7490.39 
"2-Feb-18	""7",7490.39,7494.76 ,7432.25 ,7443.43 ,7443.43 ,7443.43 
"5-Feb-18	""7",7443.43,7443.43 ,7334.79 ,7334.98 ,7334.98 ,7334.98 
"6-Feb-18	""7",7334.98,7334.98 ,7079.41 ,7141.40 ,7141.40 ,7141.40 
"7-Feb-18	""7",7141.40,7311.50 ,7141.40 ,7279.42 ,7279.42 ,7279.42 
"8-Feb-18	""7",7279.42,7279.42 ,7161.31 ,7170.69 ,7170.69 ,7170.69 
"9-Feb-18	""7",7170.69,7170.69 ,7073.03 ,7092.43 ,7092.43 ,7092.43 
"12-Feb-18	""7",7092.43,7199.93 ,7092.43 ,7177.06 ,7177.06 ,7177.06 
"13-Feb-18	""7",7177.06,7202.99 ,7165.83 ,7168.01 ,7168.01 ,7168.01 
"14-Feb-18	""7",7168.01,7243.15 ,7145.73 ,7213.97 ,7213.97 ,7213.97 
"15-Feb-18	""7",7213.97,7267.96 ,7206.69 ,7234.81 ,7234.81 ,7234.81 
"16-Feb-18	""7",7234.81,7307.97 ,7234.81 ,7294.70 ,7294.70 ,7294.70 
"19-Feb-18	""7",7294.70,7306.21 ,7239.98 ,7247.66 ,7247.66 ,7247.66 
"20-Feb-18	""7",7247.66,7264.78 ,7202.14 ,7246.77 ,7246.77 ,7246.77 
